Jay-Jay Okocha,85,257000
Laurent Blanc,85,477000
Rio Ferdinand,90,1232000
Emmanuel Petit,85,169000
Steven Gerrard,89,320000
Gheorghe Hagi,89,194000
Fernando Torres,88,446000
Henrik Larsson,87,100000
Filippo Inzaghi,87,101000
Deco,90,164000
Fernando Torres,91,894000
Hristo Stoichkov,90,343000
Clarence Seedorf,88,545000
Roberto Carlos,88,660000
Clarence Seedorf,85,390000
Marco Van Basten,93,239000
Peter Schmeichel,86,174000
Robert Pires,85,101000
Peter Schmeichel,90,219000
Dennis Bergkamp,87,116000
Davor Suker,90,250000
Didier Drogba,89,329000
Ian Wright,89,166000
Laurent Blanc,91,531000
Hidetoshi Nakata,88,120000
Ruud Van Nistelrooy,90,125000
Rivaldo,92,335000
Gary Lineker,92,221000
Kenny Dalglish,90,748000
Ruud Gullit,86,733000
Hernan Crespo,90,334000
Luis Hernandez,85,219000
Luis Figo,88,299000
Garrincha,90,1064000
Christian Vieri,90,125000
Phillip Lahm,87,383000
Marc Overmars,86,101000
Clarence Seedorf,91,391000
Paul Scholes,91,179000
Dennis Bergkamp,92,279000
Phillip Lahm,89,756000
Hugo Sanchez,92,569000
Marc Overmars,90,259000
Michael Ballack,86,237000
Marcel Desailly,87,851000
Patrick Kluivert,91,197000
Xavi,93,653000
Ian Rush,87,110000
Gianluca Zambrotta,89,512000
Alan Shearer,89,106000
David Trezeguet,86,98000
Fernando Hierro,86,157000
Franco Baresi,93,237000
Pep Guardiola,85,132000
Roberto Carlos,91,966000
Bastian Schweinsteiger,89,271000
Hernan Crespo,85,117000
Lev Yashin,89,230000
Jay-Jay Okocha,90,285000
Hernan Crespo,87,143000
Socrates,89,308000
Patrick Kluivert,88,122000
Henrik Larsson,86,99000
Raul,92,494000
Rio Ferdinand,85,858000
Edwin Van Der Sar,91,438000
Gianfranco Zola,85,423000
Thierry Henry,87,318000
Gennaro Gattuso,89,192000
Thierry Henry,90,520000
Juan Sebastian Veron,86,115000
Ian Rush,89,117000
Claude Makelele,85,200000
Didier Drogba,91,662000
Kaka,91,1033000
Socrates,87,239000
Michael Owen,86,102000
Lev Yashin,91,304000
Frank Rijkaard,86,137000
Pavel Nedved,86,168000
Frank Rijkaard,90,370000
David Beckham,89,285000
Deco,87,107000
Kenny Dalglish,92,1276000
Ruud Van Nistelrooy,92,203000
Jari Litmanen,90,126000
Paul Scholes,87,114000
Zinedine Zidane,91,1550000
Ryan Giggs,87,114000
Hristo Stoichkov,92,772000
Carlos Alberto Torres,90,600000
Gianluca Zambrotta,87,332000
Emilio Butragueno,92,1158000
John Barnes,89,197000
Henrik Larsson,90,260000
Steven Gerrard,91,406000
Ashley Cole,89,384000
Claude Makelele,87,321000
Michael Laudrup,91,167000
Emilio Butragueno,90,763000
Bobby Moore,89,134000
Andrea Pirlo,92,300000
Claude Makelele,90,568000
Patrick Vieira,86,1310000
Luis Hernandez,90,341000
Alessandro Del Piero,87,473000
Marcel Desailly,88,527000
Sol Campbell,85,548000
Marco Van Basten,89,146000
Diego Maradona,95,1615000
Nemanja Vidic,85,250000
Juan Sebastian Veron,88,162000
Socrates,91,522000
Puyol,86,161000
Juan Sebastian Veron,90,268000
Didier Drogba,87,338000
Alessandro Nesta,88,180000
George Best,88,804000
Javier Zanetti,92,417000
Hidetoshi Nakata,86,96000
Petr Cech,86,215000
Lothar Matthaus,91,1377000
Ronald Koeman,88,270000
Davor Suker,85,139000
Johan Cruyff,89,2413000
Zinedine Zidane,94,2007000
Ronaldinho,91,2432000
Patrick Vieira,88,2199000
Lothar Matthaus,93,1903000
George Best,93,1838000
Johan Cruyff,91,2981000
Eusebio,91,2752000
Pele,91,3320000
Ferenc Puskas,94,2025000
Samuel Eto'O,92,2321000
Eric Cantona,93,2034000
Christian Vieri,91,232000
Alessandro Nesta,93,436000
Henrik Larsson,91,537000
Fernando Hierro,92,400000
Bobby Moore,93,423000
Emilio Butragueno,93,2046000
Gary Lineker,93,502000
Marcel Desailly,92,1931000
Frank Lampard,91,510000
Miroslav Klose,92,581000
Marc Overmars,91,560000
Nemanja Vidic,91,1074000
Ian Rush,92,451000
Rivaldo,93,1036000
Jari Litmanen,91,252000
Phillip Lahm,92,915000
George Best,94,3489000
Sol Campbell,90,1098000
Ian Wright,90,436000
Hidetoshi Nakata,89,348000
Kenny Dalglish,93,2287000
Juan Roman Riquelme,92,520000
Didier Drogba,92,1612000
Marco Van Basten,94,515000
David Trezeguet,92,282000
Robert Pires,92,330000
Laurent Blanc,92,995000
Steven Gerrard,92,843000
Davor Suker,91,618000
John Barnes,90,441000
Michael Ballack,92,992000
Paul Scholes,92,432000
Clarence Seedorf,92,882000
Bastian Schweinsteiger,92,1408000
Roberto Carlos,92,1610000
Pep Guardiola,91,622000
Rio Ferdinand,91,2401000
Ronald Koeman,92,751000
Emmanuel Petit,91,976000
Michael Essien,91,1817000
Puyol,93,530000
Ruud Van Nistelrooy,93,409000
Luis Figo,93,1370000
Peter Schmeichel,93,455000
Rui Costa,91,520000
Franco Baresi,94,445000
Frank Rijkaard,91,676000
Andriy Shevchenko,92,662000
Petr Cech,92,786000
Alan Shearer,92,306000
Andrea Pirlo,93,650000
Pavel Nedved,92,705000
Socrates,92,1145000
Alessandro Del Piero,93,1082000
Hernan Crespo,91,870000
Roy Keane,91,551000
Michael Laudrup,92,357000
Carlos Alberto Torres,94,2088000
Lev Yashin,95,820000
Edwin Van Der Sar,92,723000
Gennaro Gattuso,90,391000
Fabio Cannavaro,93,1415000
Fernando Torres,92,2275000
Ryan Giggs,93,370000
Javier Zanetti,93,658000
Deco,91,375000
Gianluca Zambrotta,90,1031000
Dennis Bergkamp,93,615000
Hristo Stoichkov,93,1540000
Patrick Kluivert,92,550000
Filippo Inzaghi,91,224000
Claude Makelele,91,1125000
David Beckham,93,1010000
Ashley Cole,90,753000
Luis Hernandez,91,739000
Juan Sebastian Veron,91,521000
Jay-Jay Okocha,91,719000
Hugo Sanchez,93,1348000
Gianfranco Zola,91,802000
Roberto Baggio,94,810000
Xavi,94,1304000
Gheorghe Hagi,92,419000
Raul,93,1447000
